STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2019
18,125,Indiana,Pike County,12389
18,127,Indiana,Porter County,170389
18,129,Indiana,Posey County,25427
18,131,Indiana,Pulaski County,12353
18,133,Indiana,Putnam County,37576
18,135,Indiana,Randolph County,24665
18,137,Indiana,Ripley County,28324
18,139,Indiana,Rush County,16581
18,141,Indiana,St. Joseph County,271826
18,143,Indiana,Scott County,23873
18,145,Indiana,Shelby County,44729
18,147,Indiana,Spencer County,20277
18,149,Indiana,Starke County,22995
18,151,Indiana,Steuben County,34594
18,153,Indiana,Sullivan County,20669
18,155,Indiana,Switzerland County,10751
18,157,Indiana,Tippecanoe County,195732
18,159,Indiana,Tipton County,15148
18,161,Indiana,Union County,7054
18,163,Indiana,Vanderburgh County,181451
18,165,Indiana,Vermillion County,15498
18,167,Indiana,Vigo County,107038
18,169,Indiana,Wabash County,30996
18,171,Indiana,Warren County,8265
18,173,Indiana,Warrick County,62998
18,175,Indiana,Washington County,28036
18,177,Indiana,Wayne County,65884
18,179,Indiana,Wells County,28296
18,181,Indiana,White County,24102
18,183,Indiana,Whitley County,33964
19,000,Iowa,Iowa,3155070
19,001,Iowa,Adair County,7152
19,003,Iowa,Adams County,3602
19,005,Iowa,Allamakee County,13687
19,007,Iowa,Appanoose County,12426
19,009,Iowa,Audubon County,5496
19,011,Iowa,Benton County,25645
19,013,Iowa,Black Hawk County,131228
19,015,Iowa,Boone County,26234
19,017,Iowa,Bremer County,25062
19,019,Iowa,Buchanan County,21175
19,021,Iowa,Buena Vista County,19620
19,023,Iowa,Butler County,14439
19,025,Iowa,Calhoun County,9668
19,027,Iowa,Carroll County,20165
19,029,Iowa,Cass County,12836
19,031,Iowa,Cedar County,18627
19,033,Iowa,Cerro Gordo County,42450
19,035,Iowa,Cherokee County,11235
19,037,Iowa,Chickasaw County,11933
19,039,Iowa,Clarke County,9395
19,041,Iowa,Clay County,16016
19,043,Iowa,Clayton County,17549
19,045,Iowa,Clinton County,46429
19,047,Iowa,Crawford County,16820
19,049,Iowa,Dallas County,93453
19,051,Iowa,Davis County,9000
19,053,Iowa,Decatur County,7870
19,055,Iowa,Delaware County,17011
19,057,Iowa,Des Moines County,38967
19,059,Iowa,Dickinson County,17258
19,061,Iowa,Dubuque County,97311
19,063,Iowa,Emmet County,9208
19,065,Iowa,Fayette County,19650
19,067,Iowa,Floyd County,15642
19,069,Iowa,Franklin County,10070
19,071,Iowa,Fremont County,6960
19,073,Iowa,Greene County,8888
19,075,Iowa,Grundy County,12232
19,077,Iowa,Guthrie County,10689
19,079,Iowa,Hamilton County,14773
19,081,Iowa,Hancock County,10630
19,083,Iowa,Hardin County,16846
19,085,Iowa,Harrison County,14049
19,087,Iowa,Henry County,19954
19,089,Iowa,Howard County,9158
19,091,Iowa,Humboldt County,9558
19,093,Iowa,Ida County,6860
19,095,Iowa,Iowa County,16184
19,097,Iowa,Jackson County,19439
19,099,Iowa,Jasper County,37185
19,101,Iowa,Jefferson County,18295
19,103,Iowa,Johnson County,151140
19,105,Iowa,Jones County,20681
19,107,Iowa,Keokuk County,10246
19,109,Iowa,Kossuth County,14813
19,111,Iowa,Lee County,33657
19,113,Iowa,Linn County,226706
19,115,Iowa,Louisa County,11035
19,117,Iowa,Lucas County,8600
19,119,Iowa,Lyon County,11755
19,121,Iowa,Madison County,16338
19,123,Iowa,Mahaska County,22095
19,125,Iowa,Marion County,33253
19,127,Iowa,Marshall County,39369
19,129,Iowa,Mills County,15109
19,131,Iowa,Mitchell County,10586
19,133,Iowa,Monona County,8615
19,135,Iowa,Monroe County,7707
19,137,Iowa,Montgomery County,9917
19,139,Iowa,Muscatine County,42664
19,141,Iowa,O'Brien County,13753
19,143,Iowa,Osceola County,5958
19,145,Iowa,Page County,15107
19,147,Iowa,Palo Alto County,8886
19,149,Iowa,Plymouth County,25177
19,151,Iowa,Pocahontas County,6619
19,153,Iowa,Polk County,490161
19,155,Iowa,Pottawattamie County,93206
19,157,Iowa,Poweshiek County,18504
19,159,Iowa,Ringgold County,4894
19,161,Iowa,Sac County,9721
19,163,Iowa,Scott County,172943
19,165,Iowa,Shelby County,11454
19,167,Iowa,Sioux County,34855
19,169,Iowa,Story County,97117
19,171,Iowa,Tama County,16854
19,173,Iowa,Taylor County,6121
19,175,Iowa,Union County,12241
19,177,Iowa,Van Buren County,7044
19,179,Iowa,Wapello County,34969
19,181,Iowa,Warren County,51466
19,183,Iowa,Washington County,21965
19,185,Iowa,Wayne County,6441
19,187,Iowa,Webster County,35904
19,189,Iowa,Winnebago County,10354
19,191,Iowa,Winneshiek County,19991
19,193,Iowa,Woodbury County,103107
19,195,Iowa,Worth County,7381
19,197,Iowa,Wright County,12562
20,000,Kansas,Kansas,2913314
20,001,Kansas,Allen County,12369
20,003,Kansas,Anderson County,7858
20,005,Kansas,Atchison County,16073
20,007,Kansas,Barber County,4427
20,009,Kansas,Barton County,25779
20,011,Kansas,Bourbon County,14534
20,013,Kansas,Brown County,9564
20,015,Kansas,Butler County,66911
20,017,Kansas,Chase County,2648
20,019,Kansas,Chautauqua County,3250
20,021,Kansas,Cherokee County,19939
20,023,Kansas,Cheyenne County,2657
20,025,Kansas,Clark County,1994
20,027,Kansas,Clay County,8002
20,029,Kansas,Cloud County,8786
20,031,Kansas,Coffey County,8179
20,033,Kansas,Comanche County,1700
20,035,Kansas,Cowley County,34908
20,037,Kansas,Crawford County,38818
20,039,Kansas,Decatur County,2827
20,041,Kansas,Dickinson County,18466
20,043,Kansas,Doniphan County,7600
20,045,Kansas,Douglas County,122259
20,047,Kansas,Edwards County,2798
20,049,Kansas,Elk County,2530
20,051,Kansas,Ellis County,28553
20,053,Kansas,Ellsworth County,6102
20,055,Kansas,Finney County,36467
20,057,Kansas,Ford County,33619
20,059,Kansas,Franklin County,25544
20,061,Kansas,Geary County,31670
20,063,Kansas,Gove County,2636
20,065,Kansas,Graham County,2482
20,067,Kansas,Grant County,7150
20,069,Kansas,Gray County,5988
20,071,Kansas,Greeley County,1232
20,073,Kansas,Greenwood County,5982
20,075,Kansas,Hamilton County,2539
20,077,Kansas,Harper County,5436
20,079,Kansas,Harvey County,34429
20,081,Kansas,Haskell County,3968
20,083,Kansas,Hodgeman County,1794
20,085,Kansas,Jackson County,13171
20,087,Kansas,Jefferson County,19043
20,089,Kansas,Jewell County,2879
20,091,Kansas,Johnson County,602401
20,093,Kansas,Kearny County,3838
20,095,Kansas,Kingman County,7152
20,097,Kansas,Kiowa County,2475
20,099,Kansas,Labette County,19618
20,101,Kansas,Lane County,1535
20,103,Kansas,Leavenworth County,81758
20,105,Kansas,Lincoln County,2962
20,107,Kansas,Linn County,9703
20,109,Kansas,Logan County,2794
20,111,Kansas,Lyon County,33195
20,113,Kansas,McPherson County,28542
20,115,Kansas,Marion County,11884
20,117,Kansas,Marshall County,9707
20,119,Kansas,Meade County,4033
